co2_value,Category
382.89,Satisfactory
383.31,Satisfactory
383.38,Satisfactory
383.31,Satisfactory
382.23,Satisfactory
380.96,Satisfactory
383.1,Satisfactory
383.04,Satisfactory
381.02,Satisfactory
382.36,Satisfactory
381.44,Satisfactory
381.83,Satisfactory
381.83,Satisfactory
381.55,Satisfactory
382.33,Satisfactory
381.78,Satisfactory
381.83,Satisfactory
381.86,Satisfactory
382.24,Satisfactory
382.43,Satisfactory
381.91,Satisfactory
381.11,Satisfactory
381.54,Satisfactory
381.93,Satisfactory
381.92,Satisfactory
381.77,Satisfactory
381.74,Satisfactory
381.27,Satisfactory
380.91,Satisfactory
380.9,Satisfactory
380.29,Satisfactory
380.65,Satisfactory
380.71,Satisfactory
380.72,Satisfactory
380.65,Satisfactory
381.1,Satisfactory
380.63,Satisfactory
380.86,Satisfactory
380.96,Satisfactory
381,Satisfactory
380.94,Satisfactory
380.34,Satisfactory
379.6,Satisfactory
381.01,Satisfactory
381.31,Satisfactory
380.86,Satisfactory
380.9,Satisfactory
380.85,Satisfactory
380.7,Satisfactory
380.82,Satisfactory
380.64,Satisfactory
381.16,Satisfactory
381.05,Satisfactory
381.04,Satisfactory
380.98,Satisfactory
380.71,Satisfactory
380.7,Satisfactory
380.72,Satisfactory
380.92,Satisfactory
381.12,Satisfactory
381.37,Satisfactory
380.97,Satisfactory
381.05,Satisfactory
381.17,Satisfactory
381.49,Satisfactory
381.45,Satisfactory
381.33,Satisfactory
381.37,Satisfactory
381.35,Satisfactory
381.21,Satisfactory
381.87,Satisfactory
381.76,Satisfactory
381.49,Satisfactory
381.65,Satisfactory
381.84,Satisfactory
381.92,Satisfactory
381.75,Satisfactory
381.81,Satisfactory
382.02,Satisfactory
382.07,Satisfactory
382.16,Satisfactory
382.16,Satisfactory
381.93,Satisfactory
381.95,Satisfactory
382.03,Satisfactory
382.22,Satisfactory
382.33,Satisfactory
381.96,Satisfactory
381.96,Satisfactory
382.62,Satisfactory
382.32,Satisfactory
383.31,Satisfactory
382.48,Satisfactory
382.68,Satisfactory
383.52,Satisfactory
383.3,Satisfactory
383.4,Satisfactory
382.58,Satisfactory
382.95,Satisfactory
382.91,Satisfactory
382.73,Satisfactory
382.92,Satisfactory
382.84,Satisfactory
382.89,Satisfactory
383.13,Satisfactory
383.78,Satisfactory
384.07,Satisfactory
383.68,Satisfactory
383.6,Satisfactory
383.56,Satisfactory
383.48,Satisfactory
384.11,Satisfactory
383.71,Satisfactory
383.65,Satisfactory
384.51,Satisfactory
384.84,Satisfactory
384.1,Satisfactory
384.36,Satisfactory
384.08,Satisfactory
383.68,Satisfactory
383.9,Satisfactory
383.87,Satisfactory
384.07,Satisfactory
384.59,Satisfactory
384.89,Satisfactory
385.04,Satisfactory
385.23,Satisfactory
384.71,Satisfactory
384.42,Satisfactory
384.46,Satisfactory
384.52,Satisfactory
384.45,Satisfactory
384.41,Satisfactory
384.38,Satisfactory
384.48,Satisfactory
384.23,Satisfactory
384.25,Satisfactory
384.67,Satisfactory
386.23,Satisfactory
386.64,Satisfactory
385.77,Satisfactory
385.93,Satisfactory
385.62,Satisfactory
385.67,Satisfactory
385.75,Satisfactory
385.8,Satisfactory
386.12,Satisfactory
385.69,Satisfactory
385.8,Satisfactory
386.11,Satisfactory
386.65,Satisfactory
387.38,Satisfactory
386.83,Satisfactory
386.56,Satisfactory
386.69,Satisfactory
386.52,Satisfactory
387.03,Satisfactory
386.33,Satisfactory
386.12,Satisfactory
386.92,Satisfactory
386.13,Satisfactory
385.62,Satisfactory
385.39,Satisfactory
385.65,Satisfactory
386.21,Satisfactory
386.31,Satisfactory
386.19,Satisfactory
385.79,Satisfactory
385.91,Satisfactory
385.91,Satisfactory
385.9,Satisfactory
385.67,Satisfactory
386.05,Satisfactory
385.51,Satisfactory
384.98,Satisfactory
384.48,Satisfactory
385.46,Satisfactory
385.54,Satisfactory
385.33,Satisfactory
387.2,Satisfactory
384.71,Satisfactory
384.57,Satisfactory
384.82,Satisfactory
385.1,Satisfactory
384.9,Satisfactory
386.14,Satisfactory
386.36,Satisfactory
386.43,Satisfactory
385.92,Satisfactory
385.94,Satisfactory
385.81,Satisfactory
385.65,Satisfactory
385.37,Satisfactory
386.1,Satisfactory
385.6,Satisfactory
385.56,Satisfactory
385.43,Satisfactory
386.51,Satisfactory
386.1,Satisfactory
385.76,Satisfactory
385.68,Satisfactory
385.68,Satisfactory
385.61,Satisfactory
386.09,Satisfactory
387.49,Satisfactory
387.58,Satisfactory
387.55,Satisfactory
386.45,Satisfactory
385.84,Satisfactory
386.16,Satisfactory
386.29,Satisfactory
387.52,Satisfactory
387.59,Satisfactory
388.34,Satisfactory
388.32,Satisfactory
390.63,Satisfactory
387.93,Satisfactory
388.64,Satisfactory
388.5,Satisfactory
385.95,Satisfactory
385.62,Satisfactory
385.79,Satisfactory
385.85,Satisfactory
386.01,Satisfactory
386.6,Satisfactory
386.2,Satisfactory
386.86,Satisfactory
386.73,Satisfactory
386.77,Satisfactory
386.16,Satisfactory
386.5,Satisfactory
386.99,Satisfactory
388.5,Satisfactory
387.81,Satisfactory
387.04,Satisfactory
386.71,Satisfactory
388.51,Satisfactory
386.93,Satisfactory
386.65,Satisfactory
387.36,Satisfactory
387.47,Satisfactory
389.4,Satisfactory
389.05,Satisfactory
389.34,Satisfactory
388.53,Satisfactory
388.82,Satisfactory
389.08,Satisfactory
388.9,Satisfactory
388.77,Satisfactory
388.78,Satisfactory
389.13,Satisfactory
389.15,Satisfactory
388.83,Satisfactory
388.79,Satisfactory
388.56,Satisfactory
388.51,Satisfactory
388.68,Satisfactory
388.55,Satisfactory
388.26,Satisfactory
388.72,Satisfactory
388.82,Satisfactory
388.83,Satisfactory
388.37,Satisfactory
388.81,Satisfactory
388.24,Satisfactory
388.3,Satisfactory
388.5,Satisfactory
388.71,Satisfactory
387.93,Satisfactory
387,Satisfactory
387.12,Satisfactory
386.95,Satisfactory
387.12,Satisfactory
388.7,Satisfactory
388.33,Satisfactory
388.12,Satisfactory
387.62,Satisfactory
388.21,Satisfactory
387.41,Satisfactory
387.58,Satisfactory
387.34,Satisfactory
387.32,Satisfactory
387.29,Satisfactory
387.39,Satisfactory
386.33,Satisfactory
385.89,Satisfactory
387.41,Satisfactory
385.82,Satisfactory
386.4,Satisfactory
383.93,Satisfactory
385.84,Satisfactory
384.04,Satisfactory
384.95,Satisfactory
385.79,Satisfactory
384.66,Satisfactory
385.12,Satisfactory
384.82,Satisfactory
385.46,Satisfactory
385.29,Satisfactory
384.95,Satisfactory
385.23,Satisfactory
385.62,Satisfactory
384.23,Satisfactory
384.5,Satisfactory
383.98,Satisfactory
383.21,Satisfactory
383.75,Satisfactory
384.07,Satisfactory
384.83,Satisfactory
384.33,Satisfactory
381.41,Satisfactory
383.88,Satisfactory
383.57,Satisfactory
383.41,Satisfactory
383.37,Satisfactory
383.16,Satisfactory
383.12,Satisfactory
383.19,Satisfactory
383.55,Satisfactory
383.24,Satisfactory
383.21,Satisfactory
383.25,Satisfactory
383.73,Satisfactory
383.77,Satisfactory
383.83,Satisfactory
383.36,Satisfactory
382.48,Satisfactory
383.37,Satisfactory
382.57,Satisfactory
382.95,Satisfactory
383.43,Satisfactory
383.52,Satisfactory
383.48,Satisfactory
383.37,Satisfactory
383.43,Satisfactory
383.06,Satisfactory
383.25,Satisfactory
382.69,Satisfactory
383.1,Satisfactory
383.25,Satisfactory
383.19,Satisfactory
383.04,Satisfactory
382.88,Satisfactory
382.97,Satisfactory
383.26,Satisfactory
382.37,Satisfactory
382.58,Satisfactory
382.22,Satisfactory
383.1,Satisfactory
382.72,Satisfactory
383.17,Satisfactory
383.04,Satisfactory
382.89,Satisfactory
382.59,Satisfactory
382.68,Satisfactory
382.7,Satisfactory
382.54,Satisfactory
382.82,Satisfactory
383,Satisfactory
382.95,Satisfactory
382.95,Satisfactory
382.97,Satisfactory
383.22,Satisfactory
383.12,Satisfactory
383.26,Satisfactory
383.11,Satisfactory
383,Satisfactory
382.7,Satisfactory
384.06,Satisfactory
383.92,Satisfactory
383.91,Satisfactory
383.91,Satisfactory
383.91,Satisfactory
383.59,Satisfactory
383.57,Satisfactory
383.83,Satisfactory
383.97,Satisfactory
383.63,Satisfactory
383.71,Satisfactory
384,Satisfactory
384.74,Satisfactory
384.44,Satisfactory
384.28,Satisfactory
384.22,Satisfactory
384.64,Satisfactory
384.15,Satisfactory
384.17,Satisfactory
384.51,Satisfactory
384.37,Satisfactory
384.69,Satisfactory
384.51,Satisfactory
385,Satisfactory
384.2,Satisfactory
384.1,Satisfactory
384.35,Satisfactory
384.61,Satisfactory
384.56,Satisfactory
384.5,Satisfactory
385.76,Satisfactory
385.27,Satisfactory
384.43,Satisfactory
385.39,Satisfactory
385.46,Satisfactory
384.93,Satisfactory
385.3,Satisfactory
385.42,Satisfactory
385,Satisfactory
385.44,Satisfactory
385.43,Satisfactory
385.54,Satisfactory
385.57,Satisfactory
385.41,Satisfactory
385.55,Satisfactory
385.52,Satisfactory
385.54,Satisfactory
385.59,Satisfactory
385.62,Satisfactory
385.67,Satisfactory
385.54,Satisfactory
385.74,Satisfactory
385.88,Satisfactory
386.34,Satisfactory
386.09,Satisfactory
386.23,Satisfactory
386.01,Satisfactory
386.06,Satisfactory
386.52,Satisfactory
386.49,Satisfactory
386.07,Satisfactory
386.12,Satisfactory
386.32,Satisfactory
386.64,Satisfactory
386.55,Satisfactory
386.33,Satisfactory
386.37,Satisfactory
386.46,Satisfactory
386.19,Satisfactory
387.85,Satisfactory
387.39,Satisfactory
386.66,Satisfactory
386.64,Satisfactory
387.27,Satisfactory
387.13,Satisfactory
387.02,Satisfactory
386.97,Satisfactory
386.78,Satisfactory
387.78,Satisfactory
387.28,Satisfactory
387.23,Satisfactory
386.91,Satisfactory
387.17,Satisfactory
387.41,Satisfactory
387.45,Satisfactory
387.54,Satisfactory
387.93,Satisfactory
387.51,Satisfactory
387.38,Satisfactory
387.59,Satisfactory
387.22,Satisfactory
386.84,Satisfactory
386.44,Satisfactory
386.71,Satisfactory
386.75,Satisfactory
386.79,Satisfactory
386.7,Satisfactory
386.8,Satisfactory
387.1,Satisfactory
387.5,Satisfactory
388.13,Satisfactory
388.61,Satisfactory
387.27,Satisfactory
387.17,Satisfactory
387.12,Satisfactory
387.58,Satisfactory
387.43,Satisfactory
388.09,Satisfactory
388.09,Satisfactory
387.94,Satisfactory
387.54,Satisfactory
388.39,Satisfactory
388.6,Satisfactory
388.91,Satisfactory
389.45,Satisfactory
389.53,Satisfactory
389.67,Satisfactory
388.61,Satisfactory
388.62,Satisfactory
388.59,Satisfactory
388.79,Satisfactory
388.65,Satisfactory
388.85,Satisfactory
389.14,Satisfactory
388.78,Satisfactory
388.61,Satisfactory
388.21,Satisfactory
388.14,Satisfactory
388.02,Satisfactory
387.37,Satisfactory
388.12,Satisfactory
388.3,Satisfactory
389.21,Satisfactory
388.77,Satisfactory
388.49,Satisfactory
389.22,Satisfactory
390.43,Satisfactory
389.44,Satisfactory
389.4,Satisfactory
388.9,Satisfactory
388.79,Satisfactory
388.95,Satisfactory
388.89,Satisfactory
388.96,Satisfactory
389.22,Satisfactory
389.59,Satisfactory
389.48,Satisfactory
389.39,Satisfactory
389.44,Satisfactory
389.55,Satisfactory
389.62,Satisfactory
388.87,Satisfactory
389.65,Satisfactory
389.96,Satisfactory
389.45,Satisfactory
389.47,Satisfactory
389.05,Satisfactory
387.88,Satisfactory
387.78,Satisfactory
388.34,Satisfactory
388.25,Satisfactory
389.74,Satisfactory
390.89,Satisfactory
388.39,Satisfactory
390.13,Satisfactory
391.21,Satisfactory
390.98,Satisfactory
390.27,Satisfactory
390.4,Satisfactory
391.32,Satisfactory
390.62,Satisfactory
390.23,Satisfactory
389.79,Satisfactory
389.88,Satisfactory
390.02,Satisfactory
389.85,Satisfactory
390.01,Satisfactory
388.93,Satisfactory
389.89,Satisfactory
390.01,Satisfactory
389.92,Satisfactory
390.1,Satisfactory
390.57,Satisfactory
390.54,Satisfactory
389.89,Satisfactory
390.14,Satisfactory
389.66,Satisfactory
390.2,Satisfactory
390.67,Satisfactory
390.36,Satisfactory
390.65,Satisfactory
390.5,Satisfactory
390.62,Satisfactory
390.71,Satisfactory
390.94,Satisfactory
391.08,Satisfactory
390.9,Satisfactory
389.38,Satisfactory
390.47,Satisfactory
389.36,Satisfactory
388.93,Satisfactory
388.98,Satisfactory
388.74,Satisfactory
390.5,Satisfactory
390.71,Satisfactory
390.55,Satisfactory
390.51,Satisfactory
390.45,Satisfactory
390.55,Satisfactory
390.14,Satisfactory
390.08,Satisfactory
390.14,Satisfactory
390.03,Satisfactory
390.03,Satisfactory
390.24,Satisfactory
390.13,Satisfactory
388.88,Satisfactory
388.98,Satisfactory
389.96,Satisfactory
388.85,Satisfactory
388.9,Satisfactory
388.71,Satisfactory
389.01,Satisfactory
388.67,Satisfactory
388.47,Satisfactory
387.94,Satisfactory
388.16,Satisfactory
388.96,Satisfactory
389.11,Satisfactory
389.02,Satisfactory
388.83,Satisfactory
387.96,Satisfactory
388.24,Satisfactory
388.43,Satisfactory
388.18,Satisfactory
388.41,Satisfactory
388.59,Satisfactory
388.8,Satisfactory
388.83,Satisfactory
388.06,Satisfactory
388.28,Satisfactory
388.25,Satisfactory
387.6,Satisfactory
387.99,Satisfactory
387.88,Satisfactory
387.75,Satisfactory
387.19,Satisfactory
387.65,Satisfactory
387.5,Satisfactory
387.47,Satisfactory
387.12,Satisfactory
387.6,Satisfactory
387.18,Satisfactory
387.02,Satisfactory
387.12,Satisfactory
387.31,Satisfactory
387.22,Satisfactory
387.15,Satisfactory
386.95,Satisfactory
386.68,Satisfactory
385.68,Satisfactory
385.2,Satisfactory
386.46,Satisfactory
386.75,Satisfactory
385.96,Satisfactory
385.63,Satisfactory
384.48,Satisfactory
384.96,Satisfactory
386.14,Satisfactory
386.32,Satisfactory
386.09,Satisfactory
386.29,Satisfactory
386.5,Satisfactory
385.9,Satisfactory
385.74,Satisfactory
385.91,Satisfactory
385.26,Satisfactory
385.36,Satisfactory
384.24,Satisfactory
384.69,Satisfactory
385.25,Satisfactory
384.93,Satisfactory
385.92,Satisfactory
385.66,Satisfactory
385.23,Satisfactory
385.58,Satisfactory
385.07,Satisfactory
383.61,Satisfactory
384.33,Satisfactory
384.3,Satisfactory
384.68,Satisfactory
384.55,Satisfactory
384.64,Satisfactory
384.61,Satisfactory
385.42,Satisfactory
384.63,Satisfactory
383.61,Satisfactory
385.63,Satisfactory
385.09,Satisfactory
384.93,Satisfactory
385,Satisfactory
384.46,Satisfactory
383.61,Satisfactory
384.42,Satisfactory
384.13,Satisfactory
384.12,Satisfactory
384.3,Satisfactory
384.02,Satisfactory
384.17,Satisfactory
383.05,Satisfactory
383.14,Satisfactory
383.74,Satisfactory
383.97,Satisfactory
383.91,Satisfactory
384.03,Satisfactory
384.48,Satisfactory
384.2,Satisfactory
384.48,Satisfactory
384.52,Satisfactory
384.36,Satisfactory
384.33,Satisfactory
384.37,Satisfactory
384.38,Satisfactory
384.68,Satisfactory
384.73,Satisfactory
384.64,Satisfactory
384.66,Satisfactory
384.75,Satisfactory
384.77,Satisfactory
384.77,Satisfactory
384.86,Satisfactory
384.9,Satisfactory
384.84,Satisfactory
385.07,Satisfactory
385.11,Satisfactory
385.04,Satisfactory
385.23,Satisfactory
385.25,Satisfactory
385.19,Satisfactory
385.14,Satisfactory
385.17,Satisfactory
385.78,Satisfactory
385.69,Satisfactory
385.33,Satisfactory
385.63,Satisfactory
385.4,Satisfactory
385.43,Satisfactory
385.75,Satisfactory
385.79,Satisfactory
385.84,Satisfactory
386,Satisfactory
386.1,Satisfactory
386.14,Satisfactory
387.31,Satisfactory
386.06,Satisfactory
386.28,Satisfactory
386.37,Satisfactory
386.1,Satisfactory
386.29,Satisfactory
386.29,Satisfactory
386.39,Satisfactory
386.14,Satisfactory
386.21,Satisfactory
386.62,Satisfactory
386.72,Satisfactory
387.2,Satisfactory
386.89,Satisfactory
386.8,Satisfactory
386.73,Satisfactory
387.14,Satisfactory
387.02,Satisfactory
387.7,Satisfactory
387.27,Satisfactory
387.01,Satisfactory
387.34,Satisfactory
386.8,Satisfactory
386.58,Satisfactory
386.81,Satisfactory
386.87,Satisfactory
388.91,Satisfactory
388.61,Satisfactory
387.67,Satisfactory
387.49,Satisfactory
387.95,Satisfactory
387.59,Satisfactory
387.65,Satisfactory
387.68,Satisfactory
390.54,Satisfactory
391.27,Satisfactory
387.98,Satisfactory
388.2,Satisfactory
388.14,Satisfactory
388.07,Satisfactory
387.89,Satisfactory
387.93,Satisfactory
388.98,Satisfactory
388.27,Satisfactory
388,Satisfactory
387.96,Satisfactory
388.03,Satisfactory
389.02,Satisfactory
388.72,Satisfactory
388.72,Satisfactory
388.44,Satisfactory
388.62,Satisfactory
388.52,Satisfactory
388.1,Satisfactory
388.14,Satisfactory
387.77,Satisfactory
388.27,Satisfactory
389.1,Satisfactory
389.69,Satisfactory
389.42,Satisfactory
389.22,Satisfactory
388.42,Satisfactory
388.92,Satisfactory
390.85,Satisfactory
388.57,Satisfactory
391.3,Satisfactory
389.99,Satisfactory
392.82,Satisfactory
391.13,Satisfactory
391.38,Satisfactory
389.82,Satisfactory
390.03,Satisfactory
389.72,Satisfactory
389.99,Satisfactory
390.18,Satisfactory
389.24,Satisfactory
388.9,Satisfactory
391,Satisfactory
391.82,Satisfactory
390.21,Satisfactory
391.54,Satisfactory
388.64,Satisfactory
388.52,Satisfactory
389.01,Satisfactory
390.55,Satisfactory
391.13,Satisfactory
391.68,Satisfactory
391.37,Satisfactory
391.87,Satisfactory
391.7,Satisfactory
390.8,Satisfactory
391.81,Satisfactory
391.46,Satisfactory
391.44,Satisfactory
391.07,Satisfactory
391.01,Satisfactory
391.15,Satisfactory
390.84,Satisfactory
391.7,Satisfactory
391.85,Satisfactory
390.14,Satisfactory
389.64,Satisfactory
389.74,Satisfactory
389.69,Satisfactory
390.7,Satisfactory
393.64,Satisfactory
393.69,Satisfactory
390.42,Satisfactory
390.32,Satisfactory
391,Satisfactory
391.94,Satisfactory
391.41,Satisfactory
391.54,Satisfactory
390.49,Satisfactory
391.38,Satisfactory
391.09,Satisfactory
391.59,Satisfactory
391.06,Satisfactory
392.58,Satisfactory
392.18,Satisfactory
392.45,Satisfactory
392.34,Satisfactory
394.02,Satisfactory
393.53,Satisfactory
393.56,Satisfactory
393.94,Satisfactory
393.07,Satisfactory
393.11,Satisfactory
393.08,Satisfactory
392.82,Satisfactory
393.2,Satisfactory
393.29,Satisfactory
392.79,Satisfactory
393.18,Satisfactory
393.42,Satisfactory
393.34,Satisfactory
393.04,Satisfactory
391.99,Satisfactory
393.27,Satisfactory
393.78,Satisfactory
392.98,Satisfactory
392.86,Satisfactory
392.98,Satisfactory
392.59,Satisfactory
392.43,Satisfactory
391.82,Satisfactory
391.97,Satisfactory
393.52,Satisfactory
393.45,Satisfactory
393.53,Satisfactory
393.23,Satisfactory
393.27,Satisfactory
393.26,Satisfactory
393.52,Satisfactory
393.7,Satisfactory
393.71,Satisfactory
393.42,Satisfactory
393.31,Satisfactory
391.5,Satisfactory
392.19,Satisfactory
392.13,Satisfactory
393.25,Satisfactory
393.89,Satisfactory
393.93,Satisfactory
393.35,Satisfactory
393.07,Satisfactory
392.84,Satisfactory
392.74,Satisfactory
393.11,Satisfactory
392.04,Satisfactory
392.74,Satisfactory
392.93,Satisfactory
393.08,Satisfactory
392.94,Satisfactory
392.38,Satisfactory
392.8,Satisfactory
391.5,Satisfactory
391.38,Satisfactory
392.38,Satisfactory
391.54,Satisfactory
391.51,Satisfactory
392.43,Satisfactory
391.65,Satisfactory
391.55,Satisfactory
391.4,Satisfactory
391.54,Satisfactory
391.29,Satisfactory
391.18,Satisfactory
391.62,Satisfactory
390.9,Satisfactory
390.98,Satisfactory
390.56,Satisfactory
391.49,Satisfactory
391.3,Satisfactory
391.13,Satisfactory
389.99,Satisfactory
390.85,Satisfactory
390.51,Satisfactory
389.71,Satisfactory
391,Satisfactory
390.68,Satisfactory
389.99,Satisfactory
390.18,Satisfactory
390.24,Satisfactory
389.38,Satisfactory
389.64,Satisfactory
389.43,Satisfactory
390.09,Satisfactory
390.84,Satisfactory
389.79,Satisfactory
390.42,Satisfactory
390.29,Satisfactory
389.94,Satisfactory
389.97,Satisfactory
390.27,Satisfactory
389.61,Satisfactory
389.47,Satisfactory
389.95,Satisfactory
389.63,Satisfactory
389.86,Satisfactory
389.44,Satisfactory
388.66,Satisfactory
387.85,Satisfactory
389.12,Satisfactory
389.04,Satisfactory
389.06,Satisfactory
388.54,Satisfactory
389.06,Satisfactory
389.09,Satisfactory
388.98,Satisfactory
388.57,Satisfactory
388.55,Satisfactory
388.93,Satisfactory
388.76,Satisfactory
388.5,Satisfactory
388.25,Satisfactory
388.68,Satisfactory
388.16,Satisfactory
387.93,Satisfactory
387.37,Satisfactory
387.69,Satisfactory
387.22,Satisfactory
387.87,Satisfactory
387.21,Satisfactory
387.33,Satisfactory
387.58,Satisfactory
387.42,Satisfactory
387.58,Satisfactory
387.87,Satisfactory
387.74,Satisfactory
385.29,Satisfactory
385.89,Satisfactory
386.03,Satisfactory
386.13,Satisfactory
386.3,Satisfactory
387.2,Satisfactory
386.96,Satisfactory
387.29,Satisfactory
386.84,Satisfactory
386.79,Satisfactory
387.09,Satisfactory
387.38,Satisfactory
387.06,Satisfactory
386.58,Satisfactory
386.69,Satisfactory
386.79,Satisfactory
387.09,Satisfactory
386.7,Satisfactory
386.84,Satisfactory
386.75,Satisfactory
386.82,Satisfactory
387.1,Satisfactory
386.71,Satisfactory
386.88,Satisfactory
386.57,Satisfactory
386.84,Satisfactory
386.56,Satisfactory
386.74,Satisfactory
386.79,Satisfactory
386.91,Satisfactory
387.01,Satisfactory
387.32,Satisfactory
387,Satisfactory
386.91,Satisfactory
386.9,Satisfactory
386.92,Satisfactory
386.63,Satisfactory
386.75,Satisfactory
386.97,Satisfactory
386.96,Satisfactory
386.72,Satisfactory
387.07,Satisfactory
387.11,Satisfactory
387.19,Satisfactory
387.54,Satisfactory
387.4,Satisfactory
387.71,Satisfactory
387.97,Satisfactory
387.83,Satisfactory
388.05,Satisfactory
387.95,Satisfactory
387.45,Satisfactory
388.19,Satisfactory
387.56,Satisfactory
387.8,Satisfactory
387.8,Satisfactory
387.83,Satisfactory
387.89,Satisfactory
387.97,Satisfactory
387.83,Satisfactory
387.74,Satisfactory
389.28,Satisfactory
387.67,Satisfactory
387.88,Satisfactory
388.25,Satisfactory
387.92,Satisfactory
388,Satisfactory
388.02,Satisfactory
388.54,Satisfactory
388.7,Satisfactory
388.38,Satisfactory
388.17,Satisfactory
388.52,Satisfactory
388.73,Satisfactory
389.4,Satisfactory
389.81,Satisfactory
389.44,Satisfactory
389.1,Satisfactory
389.17,Satisfactory
389.63,Satisfactory
389.78,Satisfactory
389.53,Satisfactory
389.75,Satisfactory
389.3,Satisfactory
389.69,Satisfactory
389.64,Satisfactory
389.21,Satisfactory
390.39,Satisfactory
389.83,Satisfactory
389.92,Satisfactory
389.86,Satisfactory
389.68,Satisfactory
389.55,Satisfactory
389.85,Satisfactory
390.07,Satisfactory
390,Satisfactory
389.42,Satisfactory
389.08,Satisfactory
389.16,Satisfactory
389.16,Satisfactory
389.22,Satisfactory
389.4,Satisfactory
390.11,Satisfactory
390.56,Satisfactory
390.35,Satisfactory
390.11,Satisfactory
390.38,Satisfactory
390.11,Satisfactory
389.56,Satisfactory
389.52,Satisfactory
389.32,Satisfactory
390.33,Satisfactory
390.42,Satisfactory
390.48,Satisfactory
390.35,Satisfactory
390.2,Satisfactory
391.45,Satisfactory
391.2,Satisfactory
393.04,Satisfactory
393.14,Satisfactory
392.09,Satisfactory
391.02,Satisfactory
391.16,Satisfactory
390.97,Satisfactory
390.91,Satisfactory
390.59,Satisfactory
389.91,Satisfactory
390.27,Satisfactory
393.49,Satisfactory
392.76,Satisfactory
391.06,Satisfactory
390.97,Satisfactory
390.58,Satisfactory
390.9,Satisfactory
391.19,Satisfactory
391.02,Satisfactory
391.53,Satisfactory
391.04,Satisfactory
391.9,Satisfactory
392.02,Satisfactory
391.75,Satisfactory
391.63,Satisfactory
393.16,Satisfactory
392.49,Satisfactory
392.31,Satisfactory
391.56,Satisfactory
391.62,Satisfactory
391.26,Satisfactory
391.37,Satisfactory
391.88,Satisfactory
391.68,Satisfactory
391.18,Satisfactory
391.51,Satisfactory
391.18,Satisfactory
391.33,Satisfactory
391.41,Satisfactory
391.66,Satisfactory
391.92,Satisfactory
391.81,Satisfactory
391.85,Satisfactory
391.56,Satisfactory
391.86,Satisfactory
391.49,Satisfactory
391.75,Satisfactory
391.94,Satisfactory
392.28,Satisfactory
392.45,Satisfactory
392.6,Satisfactory
392.41,Satisfactory
392.64,Satisfactory
392.41,Satisfactory
392.36,Satisfactory
391.88,Satisfactory
391.17,Satisfactory
391.55,Satisfactory
391.47,Satisfactory
391.51,Satisfactory
391.34,Satisfactory
391.35,Satisfactory
391.47,Satisfactory
391.57,Satisfactory
394.47,Satisfactory
392.5,Satisfactory
392.18,Satisfactory
391.97,Satisfactory
392.75,Satisfactory
392.67,Satisfactory
392.47,Satisfactory
392.9,Satisfactory
392.13,Satisfactory
392.14,Satisfactory
392.12,Satisfactory
392.31,Satisfactory
392.84,Satisfactory
395.83,Satisfactory
395.24,Satisfactory
394.27,Satisfactory
394.45,Satisfactory
393.36,Satisfactory
393.43,Satisfactory
393.24,Satisfactory
393.26,Satisfactory
393.67,Satisfactory
393.24,Satisfactory
393.38,Satisfactory
393.55,Satisfactory
391.41,Satisfactory
392.5,Satisfactory
391.91,Satisfactory
392.08,Satisfactory
393.87,Satisfactory
392.76,Satisfactory
393.22,Satisfactory
393.54,Satisfactory
394.21,Satisfactory
394.23,Satisfactory
394.26,Satisfactory
393.48,Satisfactory
392.76,Satisfactory
393.89,Satisfactory
392.65,Satisfactory
393.62,Satisfactory
392.51,Satisfactory
392.61,Satisfactory
394.08,Satisfactory
393.77,Satisfactory
393.27,Satisfactory
393.51,Satisfactory
392.81,Satisfactory
392.95,Satisfactory
395.55,Satisfactory
394.67,Satisfactory
395.35,Satisfactory
392.44,Satisfactory
392.51,Satisfactory
392.64,Satisfactory
392.58,Satisfactory
392.58,Satisfactory
393.65,Satisfactory
393.81,Satisfactory
394.17,Satisfactory
394.92,Satisfactory
395.07,Satisfactory
394.77,Satisfactory
394.89,Satisfactory
395.06,Satisfactory
395.49,Satisfactory
395.06,Satisfactory
395.17,Satisfactory
395.3,Satisfactory
394.87,Satisfactory
395.17,Satisfactory
394.97,Satisfactory
393.39,Satisfactory
394.1,Satisfactory
394.08,Satisfactory
394.16,Satisfactory
393.82,Satisfactory
394.36,Satisfactory
394.35,Satisfactory
394.47,Satisfactory
394.02,Satisfactory
393.47,Satisfactory
393.25,Satisfactory
393.38,Satisfactory
393.34,Satisfactory
393.44,Satisfactory
393.58,Satisfactory
393.55,Satisfactory
393.3,Satisfactory
393.89,Satisfactory
394.36,Satisfactory
394.43,Satisfactory
393.94,Satisfactory
393.75,Satisfactory
393.81,Satisfactory
393.52,Satisfactory
392.92,Satisfactory
392.83,Satisfactory
394,Satisfactory
393.85,Satisfactory
393.76,Satisfactory
393.81,Satisfactory
393.06,Satisfactory
393.43,Satisfactory
393,Satisfactory
393.21,Satisfactory
393.4,Satisfactory
393.54,Satisfactory
393.14,Satisfactory
393.7,Satisfactory
393.87,Satisfactory
393.42,Satisfactory
393.44,Satisfactory
393.56,Satisfactory
392.31,Satisfactory
393.79,Satisfactory
393.48,Satisfactory
391.85,Satisfactory
391.78,Satisfactory
391.92,Satisfactory
390.79,Satisfactory
390.47,Satisfactory
391.08,Satisfactory
