co2_value,Category
402.43,Satisfactory
402.81,Satisfactory
403.31,Satisfactory
403.19,Satisfactory
402.88,Satisfactory
402.74,Satisfactory
402.09,Satisfactory
401.87,Satisfactory
402.27,Satisfactory
402.18,Satisfactory
402.17,Satisfactory
402.1,Satisfactory
402.14,Satisfactory
402.52,Satisfactory
402.15,Satisfactory
401.29,Satisfactory
401.06,Satisfactory
401.52,Satisfactory
401.86,Satisfactory
402.14,Satisfactory
402.19,Satisfactory
401.04,Satisfactory
401.11,Satisfactory
400.49,Satisfactory
401.05,Satisfactory
401.33,Satisfactory
401.37,Satisfactory
401.15,Satisfactory
400.92,Satisfactory
399.03,Satisfactory
400.59,Satisfactory
400.05,Satisfactory
399.93,Satisfactory
399.83,Satisfactory
396.82,Satisfactory
397.8,Satisfactory
398.77,Satisfactory
398.58,Satisfactory
398.79,Satisfactory
399.38,Satisfactory
399.39,Satisfactory
399.43,Satisfactory
399.19,Satisfactory
399.17,Satisfactory
398.91,Satisfactory
399.05,Satisfactory
399.39,Satisfactory
399.2,Satisfactory
399.13,Satisfactory
398.6,Satisfactory
399.23,Satisfactory
399.27,Satisfactory
399.23,Satisfactory
399.33,Satisfactory
399.27,Satisfactory
398.7,Satisfactory
398.25,Satisfactory
398.71,Satisfactory
398.43,Satisfactory
398.4,Satisfactory
398.8,Satisfactory
398.85,Satisfactory
398.66,Satisfactory
398.15,Satisfactory
398.16,Satisfactory
398.44,Satisfactory
398.36,Satisfactory
397.63,Satisfactory
397.79,Satisfactory
397.87,Satisfactory
397.37,Satisfactory
397.59,Satisfactory
396.57,Satisfactory
397.49,Satisfactory
397.56,Satisfactory
397.33,Satisfactory
397.32,Satisfactory
397.43,Satisfactory
397.28,Satisfactory
397.25,Satisfactory
397.37,Satisfactory
397.17,Satisfactory
397.51,Satisfactory
397.6,Satisfactory
396.91,Satisfactory
397.19,Satisfactory
396.92,Satisfactory
397.39,Satisfactory
398,Satisfactory
398.24,Satisfactory
398.01,Satisfactory
398.23,Satisfactory
399.23,Satisfactory
399.32,Satisfactory
397.56,Satisfactory
397.83,Satisfactory
397.14,Satisfactory
398.7,Satisfactory
398.32,Satisfactory
398.6,Satisfactory
398.48,Satisfactory
398.82,Satisfactory
398.19,Satisfactory
398.49,Satisfactory
398.46,Satisfactory
398.51,Satisfactory
398.65,Satisfactory
398.46,Satisfactory
398.14,Satisfactory
398.17,Satisfactory
398.49,Satisfactory
398.74,Satisfactory
398.85,Satisfactory
398.53,Satisfactory
398.46,Satisfactory
399,Satisfactory
398.87,Satisfactory
399.21,Satisfactory
399.56,Satisfactory
399.24,Satisfactory
399.16,Satisfactory
400.29,Satisfactory
399.48,Satisfactory
399.61,Satisfactory
402.51,Satisfactory
401.55,Satisfactory
400.42,Satisfactory
400.43,Satisfactory
400.26,Satisfactory
400.4,Satisfactory
400.46,Satisfactory
400.12,Satisfactory
400.15,Satisfactory
400.08,Satisfactory
400.1,Satisfactory
400.81,Satisfactory
400.79,Satisfactory
400.03,Satisfactory
400.63,Satisfactory
402.37,Satisfactory
400.75,Satisfactory
400.33,Satisfactory
400.39,Satisfactory
400.38,Satisfactory
400.43,Satisfactory
400.92,Satisfactory
401.18,Satisfactory
400.92,Satisfactory
400.87,Satisfactory
401.69,Satisfactory
401.16,Satisfactory
402.04,Satisfactory
402.7,Satisfactory
402.82,Satisfactory
402.38,Satisfactory
402.45,Satisfactory
401.78,Satisfactory
402.13,Satisfactory
402.16,Satisfactory
403.17,Satisfactory
403.89,Satisfactory
402.56,Satisfactory
402.65,Satisfactory
402.31,Satisfactory
401.66,Satisfactory
401.96,Satisfactory
401.63,Satisfactory
402.29,Satisfactory
401.56,Satisfactory
402.89,Satisfactory
402.45,Satisfactory
401.86,Satisfactory
401.87,Satisfactory
402.24,Satisfactory
401.88,Satisfactory
401.94,Satisfactory
402.42,Satisfactory
402.27,Satisfactory
402,Satisfactory
401.87,Satisfactory
402.02,Satisfactory
403.82,Satisfactory
402.69,Satisfactory
402.71,Satisfactory
402.48,Satisfactory
402.35,Satisfactory
402.25,Satisfactory
402.89,Satisfactory
403.07,Satisfactory
402.53,Satisfactory
404.19,Satisfactory
403.1,Satisfactory
403.74,Satisfactory
403.66,Satisfactory
402.64,Satisfactory
402.28,Satisfactory
402.45,Satisfactory
402.48,Satisfactory
403.13,Satisfactory
405.71,Satisfactory
405.64,Satisfactory
406.03,Satisfactory
404.15,Satisfactory
406.32,Satisfactory
404.45,Satisfactory
402.51,Satisfactory
402.82,Satisfactory
402.93,Satisfactory
403.65,Satisfactory
403.66,Satisfactory
403.4,Satisfactory
403.13,Satisfactory
403.79,Satisfactory
403.96,Satisfactory
404.16,Satisfactory
405.05,Satisfactory
405.4,Satisfactory
404.94,Satisfactory
404.25,Satisfactory
403.69,Satisfactory
403.62,Satisfactory
403.81,Satisfactory
403.5,Satisfactory
403.57,Satisfactory
406.51,Satisfactory
404.26,Satisfactory
403.83,Satisfactory
403.34,Satisfactory
403.51,Satisfactory
403.47,Satisfactory
403.54,Satisfactory
404.12,Satisfactory
404.64,Satisfactory
404.7,Satisfactory
404.66,Satisfactory
404.52,Satisfactory
403.89,Satisfactory
403.97,Satisfactory
404.23,Satisfactory
407.17,Satisfactory
405.02,Satisfactory
405.26,Satisfactory
405.36,Satisfactory
406.12,Satisfactory
405.88,Satisfactory
405.7,Satisfactory
405.92,Satisfactory
406.06,Satisfactory
406.08,Satisfactory
406.03,Satisfactory
405,Satisfactory
404.37,Satisfactory
404.72,Satisfactory
406.01,Satisfactory
406.13,Satisfactory
406.49,Satisfactory
407.77,Satisfactory
409.36,Satisfactory
408.98,Satisfactory
408.52,Satisfactory
408.73,Satisfactory
408.59,Satisfactory
408.13,Satisfactory
407.73,Satisfactory
407.48,Satisfactory
407.16,Satisfactory
406.94,Satisfactory
407.15,Satisfactory
407.97,Satisfactory
407.74,Satisfactory
408.25,Satisfactory
407.43,Satisfactory
406.56,Satisfactory
408.31,Satisfactory
407.87,Satisfactory
408.41,Satisfactory
407.49,Satisfactory
407.71,Satisfactory
407.77,Satisfactory
407.48,Satisfactory
407.39,Satisfactory
407.67,Satisfactory
407.4,Satisfactory
407.41,Satisfactory
407.68,Satisfactory
408.1,Satisfactory
407.78,Satisfactory
408.36,Satisfactory
407.82,Satisfactory
407.89,Satisfactory
406.99,Satisfactory
407.25,Satisfactory
407.22,Satisfactory
407.6,Satisfactory
407.12,Satisfactory
407.79,Satisfactory
407.23,Satisfactory
408.99,Satisfactory
408.88,Satisfactory
408.11,Satisfactory
407.86,Satisfactory
408.01,Satisfactory
408.11,Satisfactory
407.94,Satisfactory
407.03,Satisfactory
407.1,Satisfactory
407.39,Satisfactory
408.27,Satisfactory
407.53,Satisfactory
407.86,Satisfactory
407.57,Satisfactory
406.34,Satisfactory
405.59,Satisfactory
405.83,Satisfactory
407.42,Satisfactory
407.28,Satisfactory
407.38,Satisfactory
407.33,Satisfactory
407.67,Satisfactory
406.7,Satisfactory
406.94,Satisfactory
406.96,Satisfactory
406.84,Satisfactory
406.55,Satisfactory
406.38,Satisfactory
407.16,Satisfactory
406.06,Satisfactory
406.23,Satisfactory
405.31,Satisfactory
406.09,Satisfactory
406.15,Satisfactory
406.17,Satisfactory
405.73,Satisfactory
406.05,Satisfactory
405.42,Satisfactory
405.25,Satisfactory
405.42,Satisfactory
405.66,Satisfactory
405.61,Satisfactory
404.42,Satisfactory
404.46,Satisfactory
404.14,Satisfactory
404.02,Satisfactory
404.36,Satisfactory
404.8,Satisfactory
400.82,Satisfactory
403.2,Satisfactory
403.23,Satisfactory
404.94,Satisfactory
404.4,Satisfactory
402.51,Satisfactory
403.09,Satisfactory
404.04,Satisfactory
403.97,Satisfactory
403.89,Satisfactory
404.03,Satisfactory
403.96,Satisfactory
404,Satisfactory
403.97,Satisfactory
403.29,Satisfactory
403.28,Satisfactory
403.22,Satisfactory
403.58,Satisfactory
403.58,Satisfactory
403.31,Satisfactory
403.12,Satisfactory
402.96,Satisfactory
402.98,Satisfactory
402.11,Satisfactory
401.27,Satisfactory
401.43,Satisfactory
402.55,Satisfactory
402.23,Satisfactory
402.17,Satisfactory
401.68,Satisfactory
402.16,Satisfactory
401.98,Satisfactory
401.88,Satisfactory
402.07,Satisfactory
401.39,Satisfactory
399.48,Satisfactory
401,Satisfactory
402.03,Satisfactory
401.09,Satisfactory
401.19,Satisfactory
401.59,Satisfactory
401.16,Satisfactory
400.35,Satisfactory
400.31,Satisfactory
401.33,Satisfactory
401.67,Satisfactory
400.99,Satisfactory
400.9,Satisfactory
401.22,Satisfactory
401.95,Satisfactory
401.72,Satisfactory
400.85,Satisfactory
400.64,Satisfactory
400.78,Satisfactory
401.02,Satisfactory
400.71,Satisfactory
400.54,Satisfactory
400.74,Satisfactory
400.93,Satisfactory
400.46,Satisfactory
400.94,Satisfactory
400.64,Satisfactory
400.76,Satisfactory
401.03,Satisfactory
400.73,Satisfactory
401.06,Satisfactory
400.83,Satisfactory
400.88,Satisfactory
401.21,Satisfactory
401.57,Satisfactory
401.38,Satisfactory
401.65,Satisfactory
401.34,Satisfactory
401.83,Satisfactory
401.75,Satisfactory
401.72,Satisfactory
401.85,Satisfactory
401.78,Satisfactory
401.23,Satisfactory
401.48,Satisfactory
401.89,Satisfactory
401.74,Satisfactory
401.67,Satisfactory
402.29,Satisfactory
401.83,Satisfactory
401.57,Satisfactory
402.01,Satisfactory
403.17,Satisfactory
402.4,Satisfactory
402.7,Satisfactory
402.18,Satisfactory
402.6,Satisfactory
403.22,Satisfactory
403.78,Satisfactory
402.91,Satisfactory
402.79,Satisfactory
402.96,Satisfactory
403.36,Satisfactory
402.57,Satisfactory
402.23,Satisfactory
402.49,Satisfactory
402.63,Satisfactory
404.72,Satisfactory
404.72,Satisfactory
404.25,Satisfactory
403.2,Satisfactory
404.31,Satisfactory
403.42,Satisfactory
403.56,Satisfactory
403.57,Satisfactory
403.49,Satisfactory
403.1,Satisfactory
405.44,Satisfactory
405.42,Satisfactory
404.95,Satisfactory
404.4,Satisfactory
403.86,Satisfactory
404.34,Satisfactory
404.44,Satisfactory
404.38,Satisfactory
403.64,Satisfactory
403.67,Satisfactory
403.38,Satisfactory
404.04,Satisfactory
404.01,Satisfactory
404.14,Satisfactory
404.38,Satisfactory
404.46,Satisfactory
404.55,Satisfactory
404.4,Satisfactory
405.47,Satisfactory
404.93,Satisfactory
405.34,Satisfactory
404.44,Satisfactory
403.82,Satisfactory
404.15,Satisfactory
404.5,Satisfactory
404.67,Satisfactory
404.91,Satisfactory
404.52,Satisfactory
404.59,Satisfactory
404.46,Satisfactory
404.44,Satisfactory
404.52,Satisfactory
405.34,Satisfactory
404.96,Satisfactory
405.12,Satisfactory
406.4,Satisfactory
406.87,Satisfactory
405.5,Satisfactory
405.24,Satisfactory
405.47,Satisfactory
406.04,Satisfactory
406.13,Satisfactory
406.41,Satisfactory
406.24,Satisfactory
405.98,Satisfactory
406.42,Satisfactory
404.74,Satisfactory
406.5,Satisfactory
405.83,Satisfactory
405.02,Satisfactory
406.44,Satisfactory
406.44,Satisfactory
406.04,Satisfactory
406.92,Satisfactory
406.21,Satisfactory
407.72,Satisfactory
407.32,Satisfactory
405.59,Satisfactory
405.43,Satisfactory
405.79,Satisfactory
406.7,Satisfactory
405.73,Satisfactory
406.44,Satisfactory
406.26,Satisfactory
406.51,Satisfactory
406.46,Satisfactory
406.16,Satisfactory
406.11,Satisfactory
406.15,Satisfactory
405.92,Satisfactory
405.65,Satisfactory
406.01,Satisfactory
406.5,Satisfactory
405.49,Satisfactory
406.41,Satisfactory
405.78,Satisfactory
405.81,Satisfactory
405.77,Satisfactory
405.88,Satisfactory
405.65,Satisfactory
406.71,Satisfactory
406.75,Satisfactory
407.32,Satisfactory
408.32,Satisfactory
408.62,Satisfactory
407.55,Satisfactory
407.65,Satisfactory
406.8,Satisfactory
406.16,Satisfactory
407.56,Satisfactory
407.5,Satisfactory
406.61,Satisfactory
405.69,Satisfactory
406.86,Satisfactory
407.15,Satisfactory
407.33,Satisfactory
407.66,Satisfactory
406.5,Satisfactory
406.78,Satisfactory
406.35,Satisfactory
406.67,Satisfactory
406.6,Satisfactory
406.7,Satisfactory
407.79,Satisfactory
406.92,Satisfactory
406.61,Satisfactory
409.51,Satisfactory
409.32,Satisfactory
408.9,Satisfactory
409.12,Satisfactory
408.52,Satisfactory
408.11,Satisfactory
407.86,Satisfactory
408.11,Satisfactory
406.96,Satisfactory
406.99,Satisfactory
407.82,Satisfactory
409.18,Satisfactory
409.21,Satisfactory
407.84,Satisfactory
409.15,Satisfactory
409.09,Satisfactory
409.56,Satisfactory
409.23,Satisfactory
409.99,Satisfactory
409.86,Satisfactory
409.7,Satisfactory
409.56,Satisfactory
409.7,Satisfactory
409.69,Satisfactory
412.66,Satisfactory
408.68,Satisfactory
409.52,Satisfactory
409.5,Satisfactory
410.02,Satisfactory
408.62,Satisfactory
409.04,Satisfactory
408.13,Satisfactory
410.05,Satisfactory
409.21,Satisfactory
409.49,Satisfactory
409.47,Satisfactory
408.88,Satisfactory
409.83,Satisfactory
409.45,Satisfactory
408.88,Satisfactory
411.31,Satisfactory
410.08,Satisfactory
410.25,Satisfactory
410.33,Satisfactory
410.02,Satisfactory
409.96,Satisfactory
410.07,Satisfactory
410.02,Satisfactory
410.11,Satisfactory
410.11,Satisfactory
409.93,Satisfactory
409.82,Satisfactory
409.81,Satisfactory
409.95,Satisfactory
409.3,Satisfactory
409.34,Satisfactory
409.25,Satisfactory
409.67,Satisfactory
409.66,Satisfactory
409.72,Satisfactory
409.85,Satisfactory
409.92,Satisfactory
409.9,Satisfactory
409.53,Satisfactory
409.74,Satisfactory
409.19,Satisfactory
409.79,Satisfactory
409.66,Satisfactory
409.48,Satisfactory
408.78,Satisfactory
408.72,Satisfactory
407.78,Satisfactory
408.36,Satisfactory
408.2,Satisfactory
408.4,Satisfactory
408.41,Satisfactory
408.69,Satisfactory
408.8,Satisfactory
408.14,Satisfactory
408.29,Satisfactory
406.26,Satisfactory
406.83,Satisfactory
407.29,Satisfactory
406.82,Satisfactory
407.19,Satisfactory
409.34,Satisfactory
409.09,Satisfactory
407.74,Satisfactory
407.4,Satisfactory
407.26,Satisfactory
407.23,Satisfactory
406.74,Satisfactory
406.67,Satisfactory
406.91,Satisfactory
407.19,Satisfactory
406.48,Satisfactory
407.52,Satisfactory
407.31,Satisfactory
406.21,Satisfactory
406.92,Satisfactory
406.78,Satisfactory
406.43,Satisfactory
407.27,Satisfactory
406.38,Satisfactory
406.66,Satisfactory
406.88,Satisfactory
407.07,Satisfactory
406.09,Satisfactory
407.1,Satisfactory
406.9,Satisfactory
406.37,Satisfactory
406.38,Satisfactory
406.11,Satisfactory
405.94,Satisfactory
406.26,Satisfactory
405.4,Satisfactory
404.89,Satisfactory
405.89,Satisfactory
405.38,Satisfactory
405.12,Satisfactory
405.8,Satisfactory
405.49,Satisfactory
405.66,Satisfactory
405.19,Satisfactory
405.64,Satisfactory
404.54,Satisfactory
404.65,Satisfactory
404.71,Satisfactory
404.45,Satisfactory
404.37,Satisfactory
404.33,Satisfactory
404.75,Satisfactory
404.47,Satisfactory
404.72,Satisfactory
404.88,Satisfactory
404.05,Satisfactory
404.03,Satisfactory
404,Satisfactory
404.17,Satisfactory
404.26,Satisfactory
404.2,Satisfactory
404.01,Satisfactory
404,Satisfactory
403.45,Satisfactory
404.14,Satisfactory
403.72,Satisfactory
402.87,Satisfactory
403.5,Satisfactory
403.8,Satisfactory
403.45,Satisfactory
403.81,Satisfactory
403.75,Satisfactory
403.86,Satisfactory
403.58,Satisfactory
402.84,Satisfactory
403.55,Satisfactory
402.78,Satisfactory
403.03,Satisfactory
403.03,Satisfactory
402.93,Satisfactory
402.96,Satisfactory
402.49,Satisfactory
402.25,Satisfactory
402.68,Satisfactory
403.23,Satisfactory
402.93,Satisfactory
402.72,Satisfactory
402.91,Satisfactory
402.96,Satisfactory
403.03,Satisfactory
403.17,Satisfactory
403.41,Satisfactory
403.21,Satisfactory
403.28,Satisfactory
403.44,Satisfactory
403.56,Satisfactory
403.56,Satisfactory
403.37,Satisfactory
404.32,Satisfactory
403.86,Satisfactory
403.14,Satisfactory
403.78,Satisfactory
404.39,Satisfactory
404.21,Satisfactory
404.06,Satisfactory
403.82,Satisfactory
403.95,Satisfactory
403.96,Satisfactory
404.22,Satisfactory
403.98,Satisfactory
404.09,Satisfactory
404.28,Satisfactory
403.92,Satisfactory
404.02,Satisfactory
404.15,Satisfactory
404.45,Satisfactory
404.5,Satisfactory
404.35,Satisfactory
403.85,Satisfactory
404.2,Satisfactory
404.64,Satisfactory
403.86,Satisfactory
404.38,Satisfactory
404.7,Satisfactory
404.49,Satisfactory
404.93,Satisfactory
404.94,Satisfactory
405.69,Satisfactory
405.12,Satisfactory
405.63,Satisfactory
405.6,Satisfactory
405.86,Satisfactory
406.47,Satisfactory
406.03,Satisfactory
406.62,Satisfactory
405.93,Satisfactory
406.26,Satisfactory
406.62,Satisfactory
406.25,Satisfactory
406.6,Satisfactory
407.04,Satisfactory
407.21,Satisfactory
407.41,Satisfactory
406.97,Satisfactory
406.61,Satisfactory
405.92,Satisfactory
406.01,Satisfactory
405.84,Satisfactory
406.78,Satisfactory
406.51,Satisfactory
405.92,Satisfactory
406.14,Satisfactory
406.79,Satisfactory
407.7,Satisfactory
406.64,Satisfactory
406.36,Satisfactory
406.13,Satisfactory
406.47,Satisfactory
406.76,Satisfactory
408.17,Satisfactory
407.31,Satisfactory
406.92,Satisfactory
406.86,Satisfactory
406.75,Satisfactory
406.88,Satisfactory
408.26,Satisfactory
407.53,Satisfactory
407.3,Satisfactory
407.01,Satisfactory
304,Good
260,Good
319,Good
288,Good
255,Good
332,Good
296,Good
258,Good
254,Good
288,Good
309,Good
314,Good
338,Good
252,Good
314,Good
304,Good
287,Good
314,Good
341,Good
280,Good
320,Good
275,Good
311,Good
274,Good
349,Good
298,Good
320,Good
312,Good
307,Good
345,Good
345,Good
309,Good
327,Good
334,Good
252,Good
326,Good
310,Good
317,Good
255,Good
339,Good
267,Good
303,Good
348,Good
264,Good
285,Good
262,Good
307,Good
341,Good
262,Good
268,Good
304,Good
322,Good
288,Good
299,Good
269,Good
337,Good
322,Good
342,Good
261,Good
332,Good
306,Good
345,Good
252,Good
318,Good
274,Good
343,Good
266,Good
297,Good
299,Good
295,Good
253,Good
313,Good
347,Good
319,Good
348,Good
342,Good
270,Good
349,Good
311,Good
295,Good
294,Good
314,Good
320,Good
276,Good
291,Good
267,Good
343,Good
319,Good
276,Good
343,Good
325,Good
281,Good
282,Good
263,Good
1195,Moderatly Polluted
5532,Toxic
3857,Poor
3061,Poor
1524,Moderatly Polluted
5288,Toxic
4406,Poor
1066,Moderatly Polluted
807,Satisfactory
4061,Poor
5209,Toxic
2568,Poor
3093,Poor
589,Satisfactory
3718,Poor
3789,Poor
698,Satisfactory
3458,Poor
4246,Poor
3363,Poor
5705,Toxic
5434,Toxic
1922,Moderatly Polluted
3980,Poor
2558,Poor
4087,Poor
3106,Poor
5736,Toxic
5757,Toxic
3743,Poor
748,Satisfactory
4875,Poor
3951,Poor
2167,Poor
2101,Poor
4450,Poor
1360,Moderatly Polluted
1196,Moderatly Polluted
1474,Moderatly Polluted
5815,Toxic
3282,Poor
4004,Poor
1451,Moderatly Polluted
4862,Poor
4944,Poor
5749,Toxic
2599,Poor
5773,Toxic
4097,Poor
4920,Poor
2486,Poor
5864,Toxic
1578,Moderatly Polluted
4312,Poor
2042,Poor
5073,Toxic
1365,Moderatly Polluted
4149,Poor
3693,Poor
5741,Toxic
4925,Poor
3347,Poor
4240,Poor
3242,Poor
4965,Poor
1485,Moderatly Polluted
2392,Poor
1293,Moderatly Polluted
4424,Poor
5015,Toxic
3008,Poor
4621,Poor
1493,Moderatly Polluted
867,Satisfactory
4042,Poor
4333,Poor
2726,Poor
1518,Moderatly Polluted
4167,Poor
2193,Poor
1777,Moderatly Polluted
4656,Poor
2666,Poor
597,Satisfactory
3296,Poor
2782,Poor
3196,Poor
5651,Toxic
2445,Poor
4916,Poor
2981,Poor
5133,Toxic
542,Satisfactory
2079,Poor
1395,Moderatly Polluted
3107,Poor
5094,Toxic
5334,Toxic
5867,Toxic
3310,Poor
521,Satisfactory
2998,Poor
2508,Poor
2946,Poor
2699,Poor
910,Satisfactory
2182,Poor
2083,Poor
1674,Moderatly Polluted
5670,Toxic
3345,Poor
2039,Poor
3574,Poor
1134,Moderatly Polluted
3963,Poor
671,Satisfactory
2545,Poor
1291,Moderatly Polluted
4739,Poor
3631,Poor
1464,Moderatly Polluted
5532,Toxic
568,Satisfactory
688,Satisfactory
4469,Poor
5901,Toxic
4765,Poor
1656,Moderatly Polluted
5446,Toxic
1627,Moderatly Polluted
4486,Poor
1165,Moderatly Polluted
3869,Poor
2773,Poor
3334,Poor
516,Satisfactory
5265,Toxic
4481,Poor
698,Satisfactory
3044,Poor
751,Satisfactory
1164,Moderatly Polluted
3295,Poor
4909,Poor
5464,Toxic
4527,Poor
4645,Poor
4602,Poor
1460,Moderatly Polluted
948,Satisfactory
1836,Moderatly Polluted
1287,Moderatly Polluted
4309,Poor
3185,Poor
943,Satisfactory
4594,Poor
5441,Toxic
3378,Poor
1406,Moderatly Polluted
3408,Poor
3613,Poor
664,Satisfactory
3831,Poor
1977,Moderatly Polluted
5316,Toxic
1416,Moderatly Polluted
3452,Poor
5292,Toxic
2271,Poor
2198,Poor
2772,Poor
5634,Toxic
2114,Poor
4561,Poor
2204,Poor
5873,Toxic
675,Satisfactory
4782,Poor
1349,Moderatly Polluted
4047,Poor
5802,Toxic
1975,Moderatly Polluted
4928,Poor
2979,Poor
2058,Poor
5760,Toxic
1680,Moderatly Polluted
3423,Poor
5691,Toxic
2745,Poor
5116,Toxic
4781,Poor
2801,Poor
4255,Poor
4327,Poor
4195,Poor
1528,Moderatly Polluted
4881,Poor
4235,Poor
1783,Moderatly Polluted
578,Satisfactory
2188,Poor
4869,Poor
1780,Moderatly Polluted
2112,Poor
2071,Poor
549,Satisfactory
5937,Toxic
4601,Poor
1952,Moderatly Polluted
5724,Toxic
2756,Poor
5059,Toxic
4131,Poor
1520,Moderatly Polluted
4718,Poor
4750,Poor
5524,Toxic
1199,Moderatly Polluted
4362,Poor
3957,Poor
983,Satisfactory
2950,Poor
4245,Poor
5103,Toxic
1524,Moderatly Polluted
3370,Poor
2723,Poor
1972,Moderatly Polluted
833,Satisfactory
2932,Poor
4343,Poor
4344,Poor
934,Satisfactory
5701,Toxic
4218,Poor
4497,Poor
5152,Toxic
2325,Poor
1519,Moderatly Polluted
3498,Poor
2214,Poor
5819,Toxic
1158,Moderatly Polluted
823,Satisfactory
4982,Poor
4241,Poor
3718,Poor
3581,Poor
3628,Poor
2390,Poor
3655,Poor
4079,Poor
5376,Toxic
3839,Poor
4072,Poor
5428,Toxic
4951,Poor
782,Satisfactory
4068,Poor
5563,Toxic
2609,Poor
4565,Poor
2206,Poor
3100,Poor
3909,Poor
5273,Toxic
4751,Poor
1277,Moderatly Polluted
1350,Moderatly Polluted
1958,Moderatly Polluted
3725,Poor
677,Satisfactory
3332,Poor
3758,Poor
4248,Poor
4259,Poor
3845,Poor
1587,Moderatly Polluted
4399,Poor
5033,Toxic
1712,Moderatly Polluted
2756,Poor
2811,Poor
3575,Poor
3021,Poor
2059,Poor
3752,Poor
1721,Moderatly Polluted
1346,Moderatly Polluted
4980,Poor
1171,Moderatly Polluted
2722,Poor
5174,Toxic
2271,Poor
5053,Toxic
4618,Poor
3364,Poor
3683,Poor
4705,Poor
3094,Poor
1601,Moderatly Polluted
4614,Poor
1362,Moderatly Polluted
3122,Poor
4038,Poor
5488,Toxic
3500,Poor
5780,Toxic
4245,Poor
2318,Poor
2082,Poor
5824,Toxic
2846,Poor
4236,Poor
5573,Toxic
2410,Poor
1973,Moderatly Polluted
775,Satisfactory
1701,Moderatly Polluted
808,Satisfactory
3038,Poor
5250,Toxic
855,Satisfactory
2198,Poor
3093,Poor
3179,Poor
4001,Poor
5060,Toxic
3939,Poor
5644,Toxic
972,Satisfactory
5430,Toxic
1097,Moderatly Polluted
2462,Poor
3071,Poor
5080,Toxic
1811,Moderatly Polluted
1420,Moderatly Polluted
5464,Toxic
5744,Toxic
2038,Poor
4245,Poor
5284,Toxic
1307,Moderatly Polluted
4467,Poor
5794,Toxic
5825,Toxic
5559,Toxic
3220,Poor
4842,Poor
1553,Moderatly Polluted
1449,Moderatly Polluted
1485,Moderatly Polluted
934,Satisfactory
5528,Toxic
2849,Poor
4241,Poor
1672,Moderatly Polluted
5861,Toxic
1085,Moderatly Polluted
1132,Moderatly Polluted
4677,Poor
3711,Poor
1136,Moderatly Polluted
3639,Poor
3555,Poor
5460,Toxic
5663,Toxic
1787,Moderatly Polluted
702,Satisfactory
911,Satisfactory
2331,Poor
5111,Toxic
1113,Moderatly Polluted
954,Satisfactory
1622,Moderatly Polluted
683,Satisfactory
2359,Poor
3261,Poor
5852,Toxic
1220,Moderatly Polluted
1627,Moderatly Polluted
2767,Poor
2342,Poor
4822,Poor
4041,Poor
5087,Toxic
5322,Toxic
5101,Toxic
1271,Moderatly Polluted
5323,Toxic
2414,Poor
1425,Moderatly Polluted
1090,Moderatly Polluted
2917,Poor
1723,Moderatly Polluted
5021,Toxic
1952,Moderatly Polluted
2997,Poor
1347,Moderatly Polluted
5963,Toxic
4758,Poor
1159,Moderatly Polluted
5124,Toxic
1345,Moderatly Polluted
2169,Poor
1040,Moderatly Polluted
4835,Poor
4140,Poor
4759,Poor
3893,Poor
4709,Poor
5574,Toxic
4449,Poor
3791,Poor
2753,Poor
1274,Moderatly Polluted
2850,Poor
3312,Poor
1126,Moderatly Polluted
1980,Moderatly Polluted
3896,Poor
656,Satisfactory
1069,Moderatly Polluted
1483,Moderatly Polluted
926,Satisfactory
2865,Poor
733,Satisfactory
5464,Toxic
4832,Poor
4567,Poor
4080,Poor
5788,Toxic
1247,Moderatly Polluted
3892,Poor
3432,Poor
786,Satisfactory
671,Satisfactory
4781,Poor
3980,Poor
4803,Poor
5196,Toxic
2493,Poor
941,Satisfactory
2682,Poor
1878,Moderatly Polluted
2158,Poor
5599,Toxic
3526,Poor
2447,Poor
4884,Poor
2977,Poor
1713,Moderatly Polluted
714,Satisfactory
2345,Poor
5619,Toxic
2696,Poor
4058,Poor
3950,Poor
869,Satisfactory
1046,Moderatly Polluted
5514,Toxic
1702,Moderatly Polluted
4317,Poor
1645,Moderatly Polluted
5596,Toxic
742,Satisfactory
2487,Poor
3883,Poor
2090,Poor
2083,Poor
5410,Toxic
2256,Poor
3081,Poor
1757,Moderatly Polluted
2676,Poor
1877,Moderatly Polluted
2642,Poor
4562,Poor
1690,Moderatly Polluted
1218,Moderatly Polluted
5839,Toxic
4695,Poor
1693,Moderatly Polluted
5811,Toxic
2081,Poor
4750,Poor
2132,Poor
2590,Poor
830,Satisfactory
1232,Moderatly Polluted
1561,Moderatly Polluted
2241,Poor
3784,Poor
937,Satisfactory
3916,Poor
4901,Poor
5478,Toxic
5118,Toxic
3903,Poor
3371,Poor
2060,Poor
1051,Moderatly Polluted
5170,Toxic
1532,Moderatly Polluted
3070,Poor
4409,Poor
3401,Poor
5096,Toxic
4255,Poor
5696,Toxic
3573,Poor
4293,Poor
1887,Moderatly Polluted
3331,Poor
2309,Poor
2695,Poor
3119,Poor
924,Satisfactory
4483,Poor
613,Satisfactory
2180,Poor
5338,Toxic
3103,Poor
4096,Poor
600,Satisfactory
3214,Poor
1986,Moderatly Polluted
2652,Poor
5103,Toxic
5788,Toxic
3330,Poor
4443,Poor
1476,Moderatly Polluted
4125,Poor
5562,Toxic
3387,Poor
4242,Poor
2798,Poor
4709,Poor
